1741098180,9.027,34.26461993
1741098195,8.298,62.7536186
1741098209,8.347,37.95556939
1741098224,11.083,58.76508932
1741098238,8.298,34.98587365
1741098252,11.179,16.3533757
1741098266,7.701,16.5400381
1741098280,9.458,15.98808843
1741098294,11.656,7.3728
1741098308,8.64,7.3728
1741098322,8.398,18.09453082
1741098336,9.951,27.20156382
1741098350,8.438,17.66924664
1741098364,10.427,7.3728
1741098378,13.298,15.03971616
1741098394,12.416,7.3728
1741098408,10.38,7.3728
1741098422,12.228,7.3728
1741098436,10.188,7.3728
1741098450,12.209,7.3728
1741098464,12.704,17.66924664
1741098478,10.231,7.3728
1741098492,11.432,7.3728
1741098506,12.097,7.3728
1741098520,12.959,7.3728
1741098534,12.566,7.3728
1741098548,12.99,7.3728
1741098562,13.833,7.3728
1741098577,11.57,7.3728
1741098592,12.11,7.3728
1741098606,10.561,7.3728
1741098620,15.367,7.3728
1741098634,12.226,7.3728
1741098648,14.547,7.3728
1741098662,14.993,7.3728
1741098676,16.431,14.0208124
1741098691,13.83,7.3728
1741098706,10.569,7.3728
1741098720,15.05,7.3728
1741098734,14.957,7.3728
1741098748,18.053,7.3728
1741098762,15.92,7.3728
1741098777,16.01,7.3728
1741098791,16.38,7.3728
1741098806,22.243,36.67802793
1741098820,17.11,7.3728
1741098834,14.865,28.26740303
1741098849,13.172,7.3728
1741098863,14.6,7.3728
1741098877,13.39,7.3728
1741098891,18.47,7.3728
1741098907,16.21,7.3728
1741098921,15.89,7.3728
1741098935,17.346,7.3728
1741098950,15.65,7.3728
1741098965,15.13,7.3728
1741098979,14.3,7.3728
1741098994,17.91,7.3728
1741099008,17.49,7.3728
1741099023,17.457,7.3728
1741099037,16.53,7.3728
1741099053,13.889,7.3728
1741099067,22.05,7.3728
1741099082,17.387,7.3728
1741099096,29.798,10.05918101
1741099111,17.73,7.3728
1741099125,19.11,7.3728
1741099141,15.487,7.3728
1741099156,18.13,7.3728
1741099172,15.59,7.3728
1741099186,18.369,7.3728
1741099201,18.94,7.3728
1741099216,16.39,7.3728
1741099230,16.98,7.3728
1741099244,20.09,7.3728
1741099258,18.17,7.3728
1741099273,20.375,36.95300108
1741099293,19.45,7.3728
1741099307,20.36,7.3728
1741099321,23.413,77.19487984
1741099335,19.21,7.3728
1741099349,17.15,7.3728
1741099363,15.91,7.3728
1741099377,19.42,7.3728
1741099392,17.64,7.3728
1741099406,17.24,7.3728
1741099420,20.83,7.3728
1741099434,17.3,7.3728
1741099448,21.19,7.3728
1741099463,18,7.3728
1741099476,19.15,7.3728
1741099490,21.37,7.3728
1741099504,25.97,7.3728
1741099518,24.24,7.3728
1741099532,23.79,7.3728
1741099548,26.45,7.3728
1741099567,24.06,7.3728
1741099581,26.29,7.3728
1741099595,21.11,7.3728
1741099610,19.86,7.3728
1741099624,23.46,7.3728
1741099638,28.9,7.3728
