1741114561,10.478,53.64387533
1741114575,8.303,46.20050567
1741114589,10.004,42.75955276
1741114603,7.428,81.71722203
1741114617,9.725,28.17180994
1741114632,10.661,13.9341283
1741114646,9.575,23.567251
1741114660,12.555,7.3728
1741114675,10.714,15.01138911
1741114689,10.287,14.26117339
1741114703,11.124,21.76474648
1741114717,10.56,14.87637309
1741114731,11.293,7.3728
1741114745,10.912,14.60768754
1741114759,11.544,14.87637309
1741114774,11.601,7.3728
1741114789,11.586,14.80615333
1741114803,10.522,7.3728
1741114818,13.252,7.3728
1741114832,12.236,13.90343178
1741114846,14.09,7.3728
1741114860,17.16,7.3728
1741114874,13.42,7.3728
1741114888,15.252,7.3728
1741114901,13.069,7.3728
1741114916,17.57,7.3728
1741114930,15.3,7.3728
1741114947,16.12,7.3728
1741114961,12.917,7.3728
1741114975,14.97,7.3728
1741114989,14.44,7.3728
1741115007,14.93,7.3728
1741115021,14.96,7.3728
1741115050,9.56,19.5701352
1741115064,11.359,18.5952534
1741115080,9.617,12.96619016
1741115095,9.183,19.96610137
1741115110,8.725,34.69672948
1741115124,8.611,15.98324029
1741115138,8.639,22.85559352
1741115152,11.368,14.56094426
1741115166,10.309,29.80256925
1741115180,11.289,14.14099293
1741115195,7.824,42.97115527
1741115209,11.928,15.93544062
1741115224,11.907,15.35445327
1741115238,10.4,22.0878675
1741115252,9.505,7.3728
1741115266,10.322,16.55294772
1741115280,10.818,26.55191966
1741115296,11.89,10.97728
1741115310,13.18,12.95947541
1741115325,11.937,12.82226087
1741115339,8.234,45.94139969
1741115354,10.416,20.00037637
1741115369,10.723,20.37298045
1741115384,10.312,21.97522404
1741115399,10.194,14.59818612
1741115413,9.4,18.28223129
1741115427,9.538,25.64505963
1741115441,9.216,34.27617806
1741115456,11.022,15.22010823
1741115471,10.807,16.52412632
1741115485,7.155,69.23255993
1741115499,7.422,53.65624964
1741115513,8.522,73.72839181
1741115528,8.292,71.98375837
1741115542,9.711,42.63527856
1741115556,11.082,54.78022915
1741115573,7.75,50.53614123
1741115587,7.269,71.57368785
1741115601,9.73,29.06681103
1741115616,6.619,59.92405689
1741115630,10.308,22.41982827
1741115644,10.178,15.27968406
1741115658,10.803,54.18449804
1741115672,10.331,33.52628218
1741115686,9.357,14.05802206
1741115701,9.461,7.3728
1741115715,10.478,22.06451735
1741115729,12.024,22.74776754
1741115743,11.961,24.82507074
1741115758,10.992,7.3728
1741115773,9.712,61.06531268
1741115787,9.645,38.11920905
1741115801,7.837,77.385956
1741115815,8.492,74.74319414
1741115830,8.239,68.26541853
1741115844,8.553,59.04747545
